channel_id,subcategory,category
UC_x5XG1OV2P6uZZ5FSM9Ttw,Knowledge,knowledge
UCiDKcjKocimAO1tVw1XIJ0Q,Knowledge,knowledge
UCH4BNI0-FOK2dMXoFtViWHw,Knowledge,knowledge
UCoihrBTsIlpFnTkJFU-kdtQ,Knowledge,knowledge
UCYO_jab_esuFRV4b17AJtAw,Knowledge,knowledge
UC-EnprmCZ3OXyAoG7vjVNCA,Knowledge,knowledge
UCVHFbqXqoYvEWM1Ddxl0QDg,Knowledge,knowledge
UC7DdEm33SyaTDtWYGO2CwdA,Knowledge,knowledge
UCFtEEv80fQVKkD4h1PF-Xqw,Knowledge,knowledge
UCW9_n8p_Byz-4k8wV1tnUBg,Knowledge,knowledge
UC2bkHVIDjXS7sgrgjFtzOXQ,Knowledge,knowledge
UCdKyM0XmuvQrD0o5TNhUtkQ,Society,society
UCMtFAi84ehTSYSE9XoHefig,Society,society
UCAuUUnT6oDeKwE6v1NGQxug,Society,society
UC-3jIAlnQmbbVMV6gR7K8aQ,Society,society
UCXoJ8kY9zpLBEz-8saaT3ew,Society,society
UC4a-Gbdw7vOaccHmFo40b9g,Society,society
UC16niRr50-MSBwiO3YDb3RA,Society,society
UCX9-cJy8dZWDI8hCnmahuLA,Society,society
UCwI-JbGNsojunnHbFAc0M4Q,Society,society
UCqCGGi7HtqbaTh5iLSwXjCw,Society,society
UCLA_DiR1FfKNvjuUpBHmylQ,Society,society
UCeqNP-Wt7YNjPyH6XhMYPxw,Society,society
UCHqC-yWZ1kri4YzwRSt6RGQ,Society,society
UCE2606prvXQc_noEqKxVJXA,Society,society
UC5wKpLWxAZBZrunls3mzwEw,Society,society
UCyoGb3SMlTlB8CLGVH4c8Rw,Society,society
UC6ZFN9Tx6xh-skXCuRHCDpQ,Society,society
UCqYw-CTd1dU2yGI71sEyqNw,Society,society
UCTkC3Jt91QkqNAE4FGWkEIQ,Society,society
UCoMdktPbSTixAyNGwb-UYkQ,Society,society
