channel_id	title	tags	country	default_language	videoCount	viewCount	subscriberCount	thumbnail
UCFvXnyAhluG3sa6p3eOs_LA	Jonas Brothers	['Music', 'Pop music', 'Entertainment']	US	NA	69	450113642	4940000	https://yt3.ggpht.com/a/AATXAJzHZyoKTR5Z81VKKy0Wo7-t7nC9DhDklwCAothR=s800-c-k-c0x00ffffff-no-rj-mo
UCEuOwB9vSL1oPKGNdONB4ig	Red Hot Chili Peppers	['Rock music', 'Music']	US	en	139	4389118957	5710000	https://yt3.ggpht.com/a/AATXAJwp6rhWSuO0soNzi4a6-XG_vyzRFkchZoBalGYNUA=s800-c-k-c0x00ffffff-no-rj-mo
UCyjuFsbclXyntSRMBAILzbw	2CELLOS	['Music', 'Rock music', 'Classical music']	HR	NA	201	1269001968	5410000	https://yt3.ggpht.com/a/AATXAJxbVFg7UYvX06_Nx85ak5sFwJmHp0-KwxfKlNSAKw=s800-c-k-c0x00ffffff-no-rj-mo
UClesqLjeKJd-dG8xLfzJyCQ	5SOSVEVO	['Music', 'Rock music', 'Pop music']	US	en	83	1698462266	3740000	https://yt3.ggpht.com/ytc/AAUvwngavW7uLP2BpZFSF076gdPijTDqyJ3tCRgVAbNRUw=s800-c-k-c0x00ffffff-no-rj-mo
UCQ5kHOKpF3-1_UCKaqXARRg	OneRepublicVEVO	['Music', 'Pop music', 'Rock music']	NA	en	175	5237104957	5680000	https://yt3.ggpht.com/a/AATXAJwI6-bDjSxf468yy20OdbFEi1bN_4Q9k9o43Yk28A=s800-c-k-c0x00ffffff-no-rj-mo
UCe1JDfpNjAg2cAeDCMuh7ZA	rockinrio	['Music', 'Rock music']	BR	NA	679	21908622	395000	https://yt3.ggpht.com/a/AATXAJz1ALAdU58lGi5vP_JQf3I2xUIEZbbqG6B67w0E=s800-c-k-c0x00ffffff-no-rj
UCSNxIry_FPFcQDFRbi3VOAw	Andertons Music Co	['Rock music', 'Music']	GB	NA	2737	229304745	686000	https://yt3.ggpht.com/a/AATXAJxFMd2YQm_SGPTviRLu-l1ww4GOSX75sgXx8ZFR=s800-c-k-c0x00ffffff-no-rj
UCXm0v3a9g17bSATE-DMMxRg	guitarraviva	['Music', 'Lifestyle (sociology)', 'Rock music']	ES	NA	876	524796617	3370000	https://yt3.ggpht.com/a/AATXAJxbEUUeeGyKT5ltGIsFzvQYLyLQsvO64UV-n_wpCA=s800-c-k-c0x00ffffff-no-rj
UCz8FPpkJMwayyReSDLTX8IQ	Nickelback	['Music', 'Rock music']	NA	NA	99	1795788075	2930000	https://yt3.ggpht.com/ytc/AAUvwng5pHQhY24G6cQgau3mGjEYGGbRPMI4Qz8YVmX1nQ=s800-c-k-c0x00ffffff-no-rj-mo
UCmPuJ2BltKsGE2966jLgCnw	acdcVEVO	['Music', 'Rock music']	NA	en	170	4692014310	3020000	https://yt3.ggpht.com/a/AATXAJyNXx6oFreYIIZ4JN5b07mqfFrzz8DWqVNXjFkCuw=s800-c-k-c0x00ffffff-no-rj-mo
UCG7AaCh_CiG6pq_rRDNw72A	Napalm Records	['Rock music', 'Music']	NA	NA	2248	1150130054	1680000	https://yt3.ggpht.com/a/AATXAJyrsvNfno_2cfnxjTj05OYTKdX_53KB01ziUdD6Rg=s800-c-k-c0x00ffffff-no-rj
UC599MoN2FAQyhHeopdKDHqA	Our Last Night	['Independent music', 'Rock music', 'Music']	NA	NA	208	479240481	1920000	https://yt3.ggpht.com/a/AATXAJyzqbYdvS09_V7NgCKt4wXsLFnUuYZjlF283p-XXg=s800-c-k-c0x00ffffff-no-rj-mo
UC4gPNusMDwx2Xm-YI35AkCA	U2	['Pop music', 'Music', 'Rock music']	NA	NA	221	167503083	1900000	https://yt3.ggpht.com/a/AATXAJxo6MPexo6keE7huKIll3YRFmOtCIBmF7SjaBCp-g=s800-c-k-c0x00ffffff-no-rj-mo
UCDDmukrq0bwckrp09bNt-Rw	EvanescenceVEVO	['Rock music', 'Music']	NA	en	50	2453773231	3230000	https://yt3.ggpht.com/a/AATXAJxSnm1rpCpBO8AoRw6_pWca1Je2rdr1DR3axA_6=s800-c-k-c0x00ffffff-no-rj-mo
UCzGrGrvf9g8CVVzh_LvGf-g	NirvanaVEVO	['Rock music', 'Music']	NA	en	107	3159384860	2960000	https://yt3.ggpht.com/a/AATXAJwKmJAK67XJQNsHxg2xB--0TE6WuQ5G6oYrjI74=s800-c-k-c0x00ffffff-no-rj-mo
UCE8NoMFnai3tTuwdiQJ-78A	Skillet	['Music', 'Rock music', 'Christian music']	US	NA	231	825699738	2850000	https://yt3.ggpht.com/a/AATXAJxaESguTJiHCHvlPYIAJBwce9GEqoN9IbF3uSWsdw=s800-c-k-c0x00ffffff-no-rj-mo
UCB0JSO6d5ysH2Mmqz5I9rIw	AC/DC	['Music', 'Rock music']	NA	NA	112	48887474	6990000	https://yt3.ggpht.com/a/AATXAJyNXx6oFreYIIZ4JN5b07mqfFrzz8DWqVNXjFkCuw=s800-c-k-c0x00ffffff-no-rj-mo
UCoLrcjPV5PbUrUyXq5mjc_A	MLB	['Baseball', 'Lifestyle (sociology)', 'Sport']	NA	NA	280585	2202107787	2650000	https://yt3.ggpht.com/a/AATXAJxjWL6yQqWfluL53leAygGZG-62Q9WKSTEWPVMpg9g=s800-c-k-c0x00ffffff-no-rj
UCDt9GAqyRzc2e5BNxPrwZrw	中華職棒CPBL	['Baseball', 'Sport', 'Lifestyle (sociology)']	TW	NA	39825	475151375	NA	https://yt3.ggpht.com/a/AATXAJxP4-Q05tPSck2EZYu-GeTDfPfrSWFoWPW_YmtIOj4=s800-c-k-c0x00ffffff-no-rj
UCrjlKkKTAyNn6gekRM3p0Aw	professionalbaseballpa	['Sport', 'Baseball']	NA	NA	14773	794532306	418000	https://yt3.ggpht.com/a/AATXAJwfBbt0Yj3YcXhGahF8cF-3QAVGlmZFrZxszGv0=s800-c-k-c0x00ffffff-no-rj
UC3P83RUWwKbZ4bkhNti4ZuQ	vlsports	['Sport', 'Baseball', 'Basketball']	TW	NA	34144	304737593	294000	https://yt3.ggpht.com/a/AATXAJw8uAWc6IwVSEbAaEoysq7J7_8aRQe-dnAcE-n0=s800-c-k-c0x00ffffff-no-rj
UCwNqHDsnBCKT-olwJwIFyfg	FOX Sports	['Baseball', 'Sport', 'American football']	NA	NA	4092	474951580	874000	https://yt3.ggpht.com/a/AATXAJz4P2qJm9YqLWBr9O5al6L4v2QTObkJM8cKe76xGg=s800-c-k-c0x00ffffff-no-rj
UCY_wPnc5xrvPekvHpLAvZvQ	Sports Gaming Universe	['American football', 'Lifestyle (sociology)', 'Sports game', 'Sport', 'Mixed martial arts']	US	NA	10824	129553403	253000	https://yt3.ggpht.com/a/AATXAJwtyvd_OJ9iLUL7Ok2KhJ9PvXGwyTw--w7U7HxeNQ=s800-c-k-c0x00ffffff-no-rj
UCCQvP4hsRW9emj0meGk15jg	愛爾達體育家族 ELTA Sports	['Sport', 'Baseball']	TW	NA	16871	187574879	324000	https://yt3.ggpht.com/a/AATXAJxrNFVo1tFPGQ4yxBV7ICrVXW9rDzwYD6czhzT2=s800-c-k-c0x00ffffff-no-rj
UC8a87KN4-w-ExcGufTeX9KQ	UrinatingTree	['Sport', 'Sports game', 'American football', 'Baseball', 'Ice hockey', 'Lifestyle (sociology)']	US	NA	449	139396348	415000	https://yt3.ggpht.com/a/AATXAJzi7z9Z-jWtUy3Pk041nIzvJnxDICL5C7fbAGWq9g=s800-c-k-c0x00ffffff-no-rj
UCYbbpwosQ0a2d3ygPpruJ1w	NCAA Championships	['Sport', 'Basketball', 'Baseball', 'Lifestyle (sociology)']	US	NA	1114	44047195	109000	https://yt3.ggpht.com/a/AATXAJzUoCH_duzJ5-qBEhR2sMtlJKHogtqdQwf2-5ZJOQ=s800-c-k-c0x00ffffff-no-rj
UCGKFpegl7pnPVBi6FhZd4kQ	SSUtv Sports	['Basketball', 'Baseball', 'Sport', 'Volleyball']	TW	zh-TW	4388	51828273	91400	https://yt3.ggpht.com/a/AATXAJzRXiqQI8OEx_z-NYNIlFhtKCmpCxXfLDUDfjNvjQ=s800-c-k-c0x00ffffff-no-rj
UCfkM3u-0uSKADDitZLpXcfA	トクサンTV【A&R】	['Baseball', 'Lifestyle (sociology)', 'Sport']	JP	NA	1632	511233283	588000	https://yt3.ggpht.com/a/AATXAJwrrPatWZjJfFxCsSHiZdnFYAu8e9OzUvxzZox6=s800-c-k-c0x00ffffff-no-rj
UCw3SYO_euO0TSPC_m_0Pzgw	Los Angeles Times	['Politics', 'Sport', 'Society', 'Baseball']	US	NA	15850	349702721	409000	https://yt3.ggpht.com/a/AATXAJx8fQicLykOcyqvozI3j_oCPKYhtvA5jh5eBfUdWOQ=s800-c-k-c0x00ffffff-no-rj
UC-vvEJmzVsAKd7CUEGt2qbg	Sir Sterling	['Sport', 'Lifestyle (sociology)', 'Baseball']	NA	NA	64	10931	150	https://yt3.ggpht.com/a/AATXAJwxB2nEGe6ygWA_KKgz6xvUI-rUDEjfb9lgukHd=s800-c-k-c0x00ffffff-no-rj
UCeEw2Utee_-P8-KZYTzuUsw	qooninTV	['Baseball', 'Lifestyle (sociology)', 'Sport']	JP	NA	2038	425292269	403000	https://yt3.ggpht.com/a/AATXAJy21-CYDUjgYGptXu3y7sDemXkpi371GAajpBEUaA=s800-c-k-c0x00ffffff-no-rj
UCAqtJ9Us6KjD67j7zPV2xUA	Vamos Sports翊起運動	['Sport', 'Baseball']	TW	NA	3440	56995684	95400	https://yt3.ggpht.com/a/AATXAJxBFUysyWzoiXmhuQ503iYgQl_NzkXpoFsEiE3nSQ=s800-c-k-c0x00ffffff-no-rj
UCsebzRfMhwYfjeBIxNX1brg	BearSpotv베어스포티비	['Sport', 'Baseball', 'Lifestyle (sociology)']	NA	NA	3927	131055125	146000	https://yt3.ggpht.com/a/AATXAJxDO1-PUOpRl8of-IsIhtZ28yAEQyi_MNceOk0X9g=s800-c-k-c0x00ffffff-no-rj
UChLK3zS3-kR21JVTaNovPIg	埼玉西武ライオンズ	['Sport', 'Lifestyle (sociology)', 'Baseball']	JP	NA	1465	26055941	71200	https://yt3.ggpht.com/a/AATXAJy4M4_AWahmghW1vEAd_10XujbpwX0jUBCivSxV=s800-c-k-c0x00ffffff-no-rj
UCdJtV6wXT6lnrvldU_urowQ	Keith Olbermann	['Sport', 'Television program', 'Baseball']	NA	NA	1536	25182095	29800	https://yt3.ggpht.com/a/AATXAJyPrKcpnn2GdmXatbaDlGzAH_T51tGzPFmsVS9hFQ=s800-c-k-c0x00ffffff-no-rj
UCR1tLg8fy9dklmhZPf0qCWQ	noticierovenevision	['Entertainment', 'Television program', 'Society', 'Baseball']	NA	NA	44431	71332878	271000	https://yt3.ggpht.com/ytc/AAUvwniM-rCxoKNYdyjDQac8G5DvnEwj9vE9U7PcbccrVQ=s800-c-k-c0x00ffffff-no-rj
UC-UXjExO348UiOCxazH69hA	WBSC	['Baseball', 'Sport']	CH	en	1999	38506495	122000	https://yt3.ggpht.com/a/AATXAJy-o8-npiX0hbXZLYfzlLPiHijvDS63ckWMdxKwZA=s800-c-k-c0x00ffffff-no-rj
UCnzbVkknmqhRqUKg7RDTDeg	Chris Smoove	['Sports game', 'Video game culture', 'Sport', 'Basketball']	NA	NA	7239	3110636887	4990000	https://yt3.ggpht.com/a/AATXAJwTj7mRvPNKS258eNE7KdBhmp9Kjobx7iTYNxb8NA=s800-c-k-c0x00ffffff-no-rj
UCWJ2lWNubArHWmf3FIHbfcQ	NBA	['Sport', 'Basketball']	US	NA	33862	7545524247	15300000	https://yt3.ggpht.com/a/AATXAJx70Y57iE1UhGn64LzdI4Rf5Aw5jNrl1vK6SULWuA=s800-c-k-c0x00ffffff-no-rj
UCtm_QoN2SIxwCE-59shX7Qg	SPOTV	['Volleyball', 'Basketball', 'Association football', 'Sport']	KR	NA	39543	970575486	1430000	https://yt3.ggpht.com/a/AATXAJzWJyMW7ZenRmvTGFnoRAmaS--gQ4T57KFz3W7VWw=s800-c-k-c0x00ffffff-no-rj
UCEjOSbbaOfgnfRODEEMYlCw	FreeDawkins	['Basketball', 'Sport']	US	NA	10	3664120	1380000	https://yt3.ggpht.com/a/AATXAJxGYg3Psgj9xrWg0SCHKcmprg1zKfiutbfacUFB=s800-c-k-c0x00ffffff-no-rj
UCLXzq85ijg2LwJWFrz4pkmw	Skip and Shannon: UNDISPUTED	['Entertainment', 'Sport', 'American football', 'Television program']	US	NA	4453	1327123149	1850000	https://yt3.ggpht.com/a/AATXAJxwp1sgcrjhIc5evy08ZfS3D4k66RklGNz4aXyfCQ=s800-c-k-c0x00ffffff-no-rj
UCoh_z6QB0AGB1oxWufvbDUg	HNB Media TV - Highlights & Sports	['Sport', 'Basketball']	US	NA	8494	1400256188	2030000	https://yt3.ggpht.com/a/AATXAJw39nKGPsARmqoj6nD_SRj7dpKp0ZeSyNTmDe2q=s800-c-k-c0x00ffffff-no-rj
UCtInrnU3QbWqFGsdKT1GZtg	FIBA - The Basketball Channel	['Basketball', 'Sport']	CH	en-GB	20606	414588087	1020000	https://yt3.ggpht.com/a/AATXAJxC5wyk2LF4UgZhXesfuZIfKutA1tSSLuGgQnaCcg=s800-c-k-c0x00ffffff-no-rj
UCSpvjDk06HLxBaw8sZw7SkA	BBALLBREAKDOWN	['Basketball', 'Sport']	US	NA	2022	246080783	799000	https://yt3.ggpht.com/a/AATXAJws59yRSi_u42nx-r3ZRPYm6mgtZ7dzfmW46YF0gw=s800-c-k-c0x00ffffff-no-rj
UCuLUOxd7ezJ8c6NSLBNRRfg	adidas	['Sport', 'Lifestyle (sociology)', 'Basketball']	US	NA	82	58875114	914000	https://yt3.ggpht.com/a/AATXAJzYqhWtUbhf-wf8_QwxIA0qJrxPZlNIvXlVXMS_KV8=s800-c-k-c0x00ffffff-no-rj
UC5zJwsFtEs9WYe3A76p7xIA	Professor Live	['Basketball', 'Sport']	US	NA	481	885120707	5350000	https://yt3.ggpht.com/ytc/AAUvwnhy9-ZVt4QoSFN8AJFMcR9OxChlW0veLRf1PjtXzw=s800-c-k-c0x00ffffff-no-rj
UC_zgOsTPdML6tol9hLYh4fQ	Ballislife	['Basketball', 'Sport']	US	NA	2059	969749064	2700000	https://yt3.ggpht.com/a/AATXAJzG8FCSzGAXz8wcv-MlghcI9habbFa6pJOJ1bFxH_Q=s800-c-k-c0x00ffffff-no-rj
UC8rVYYeV6ekdAYIAYlaeTVA	LostNUnbound	['Sports game', 'Basketball', 'Video game culture', 'Sport']	US	NA	1446	554661318	1700000	https://yt3.ggpht.com/a/AATXAJycUt8l8eXwymZSQGDLegNOk0Eqm5qHZNxSVBCz=s800-c-k-c0x00ffffff-no-rj
UCXDG9ue-emCN8Ad3h7lERqQ	One Sports	['Basketball', 'Sport']	PH	NA	17053	1066546563	2620000	https://yt3.ggpht.com/a/AATXAJzKMgJtDZ4JE9WMCTn8rbcP-E0CreMw-_1iO-mmsQ=s800-c-k-c0x00ffffff-no-rj
UC3P83RUWwKbZ4bkhNti4ZuQ	vlsports	['Sport', 'Basketball', 'Baseball']	TW	NA	34144	304737593	294000	https://yt3.ggpht.com/a/AATXAJw8uAWc6IwVSEbAaEoysq7J7_8aRQe-dnAcE-n0=s800-c-k-c0x00ffffff-no-rj
UCGr3nR_XH9r6E5b09ZJAT9w	EUROLEAGUE BASKETBALL	['Basketball', 'Sport']	ES	NA	14379	206091918	325000	https://yt3.ggpht.com/a/AATXAJyttPaNHaveTkXsv_sn7aRJxoqJPbSWXIOrpfOVQw=s800-c-k-c0x00ffffff-no-rj
UC9-OpMMVoNP5o10_Iyq7Ndw	Bleacher Report	['Sport', 'Basketball', 'American football']	US	NA	4180	892003507	2030000	https://yt3.ggpht.com/a/AATXAJzDP2pOWpzvUYRuaxUXdJinnT6JSwC3LaMMyYQY=s800-c-k-c0x00ffffff-no-rj
UCYAJjqIukwm4r3GHEpJDhVw	NBA 2K	['Sport', 'Sports game', 'Basketball']	NA	NA	1022	182827574	774000	https://yt3.ggpht.com/a/AATXAJxaSaktkdIcEbIhHVaDWNE2gyRMZTvijUllp7CPkg=s800-c-k-c0x00ffffff-no-rj
UCZFhj_r-MjoPCFVUo3E1ZRg	Whistle	['Sport', 'Basketball', 'Lifestyle (sociology)']	US	NA	1270	810831759	1930000	https://yt3.ggpht.com/a/AATXAJw2EfWY6WRKx0uApRJrp1bji2qo3QyyPyfquHJe02w=s800-c-k-c0x00ffffff-no-rj
UC7zHLmbmASW9zmLW8WpFm1g	Ali Productions	['Sport', 'Basketball']	CA	NA	1999	175332926	486000	https://yt3.ggpht.com/a/AATXAJyBlw_-ybGRZaIq5HMuQZ5Bm4ONgZTgoh8JunkiGQ=s800-c-k-c0x00ffffff-no-rj
UCp3dgMf1OUP2XqOpyOY2bzQ	Mike Korzemba	['Basketball', 'Sport']	US	NA	424	386493205	1650000	https://yt3.ggpht.com/a/AATXAJyJ-BRAUx-YhAdPuh7lWpSlVhLZqbPeFuJePsKToA=s800-c-k-c0x00ffffff-no-rj
UCFjrDmEnxrG5TRGVO0TPHLA	Desimpedidos	['Association football', 'Sport']	BR	pt	2346	1949728635	8640000	https://yt3.ggpht.com/a/AATXAJwosNtj0LrYISEhY9SCAL2MfI82M3qGiNLe0vFA3Q=s800-c-k-c0x00ffffff-no-rj
UCBTy8j2cPy6zw68godcE7MQ	AFTV	['Sport', 'Association football']	GB	NA	13207	930003724	1260000	https://yt3.ggpht.com/ytc/AAUvwniLl7OesYjCTfZ-9psJroLEQmDFH0oXOIP81Q_ZeA=s800-c-k-c0x00ffffff-no-rj
UCWkr08nsQ9GuFvHgQYafi_w	Spencer FC	['Association football', 'Sport', 'Sports game', 'Video game culture']	GB	NA	1160	691131007	1980000	https://yt3.ggpht.com/a/AATXAJwqYpg982x8nbCDMX8RLzWQQuRfPzULDuBdIjlQvw=s800-c-k-c0x00ffffff-no-rj
UC7w8GnTF2Sp3wldDMtCCtVw	Stretford Paddock	['Sport', 'Association football']	GB	NA	6682	234184580	567000	https://yt3.ggpht.com/a/AATXAJynKv_HJaPYs2s1epVn7K6Cd7Ss79mQND3855qs3Q=s800-c-k-c0x00ffffff-no-rj
UCKvn9VBLAiLiYL4FFJHri6g	F2Freestylers - Ultimate Soccer Skills Channel	['Association football', 'Sport']	GB	NA	684	2673994898	12600000	https://yt3.ggpht.com/a/AATXAJx1tkIvXW6AaOdBBtZFUh-lnSbJuyr8AJ2xuPGspg=s800-c-k-c0x00ffffff-no-rj
UCpcTrCXblq78GZrTUTLWeBw	FIFATV	['Association football', 'Sport']	CH	NA	8514	2922721134	8990000	https://yt3.ggpht.com/ytc/AAUvwniRclzP0Wruk96IGFQKJeOd7i50rIKIU2WH-yl7Cg=s800-c-k-c0x00ffffff-no-rj
UC14UlmYlSNiQCBe9Eookf_A	FC Barcelona	['Association football', 'Sport']	NA	NA	8842	1464092838	10500000	https://yt3.ggpht.com/a/AATXAJzwXdh9CnOlSE0iHqPw4Keo2jEHpXMLVvD_bGvIRWQ=s800-c-k-c0x00ffffff-no-rj
UCoyaxd5LQSuP4ChkxK0pnZQ	EA SPORTS FIFA	['Association football', 'Sports game', 'Video game culture', 'Sport']	US	en	783	761230599	4060000	https://yt3.ggpht.com/a/AATXAJzDV39-decgFMJf-JnNP1-ATb6Fo_0fxdZFEewWT0g=s800-c-k-c0x00ffffff-no-rj
UCTv-XvfzLX3i4IGWAm4sbmA	LaLiga Santander	['Sport', 'Association football']	ES	es	34945	1576137415	6080000	https://yt3.ggpht.com/a/AATXAJxTPYUzISf-1dcXqFwy4q594ftkigCJuFy5KPRCAA=s800-c-k-c0x00ffffff-no-rj
UCFlGSuyqfui9DwttuET8MzQ	Łączy nas piłka	['Association football', 'Sport']	PL	NA	2267	228935642	689000	https://yt3.ggpht.com/ytc/AAUvwnj34QIom8x75AsMmhooBpN1YqGXMJlJVtJX7enGNg=s800-c-k-c0x00ffffff-no-rj
UCNhxq7He5p-_FdBh0OaxcQg	Nike Football	['Association football', 'Sport']	NA	NA	20	2409215	2850000	https://yt3.ggpht.com/a/AATXAJztUys4OtLC3U8R2Xp0fK8sShqjng6XZTkio0BeHg=s800-c-k-c0x00ffffff-no-rj
UCuOwl-VgqBHOzR8hWnonBcA	Sky Sport HD	['Association football', 'Sport']	DE	NA	3302	305262066	1270000	https://yt3.ggpht.com/a/AATXAJxfZ0OI-luNxDo8tUZzUfSKD6lbfMd4KLHx7uyQUw=s800-c-k-c0x00ffffff-no-rj
UC-KQIG4-dyR1kIHCQFOJ-hQ	OTRO	['Association football', 'Sport', 'Entertainment']	GB	NA	65	41635250	1650000	https://yt3.ggpht.com/a/AATXAJxyJqRqNfSrDkubEyzKQHkeFYKFNN-H7iGOZVumtQ=s800-c-k-c0x00ffffff-no-rj
UCWV3obpZVGgJ3j9FVhEjF2Q	Real Madrid	['Sport', 'Association football']	ES	en	5010	679740248	6100000	https://yt3.ggpht.com/a/AATXAJwoP6xsA3DvyLQvFEDzA_jFiAo9T8-3-3N8vEo2etg=s800-c-k-c0x00ffffff-no-rj
UC6UL29enLNe4mqwTfAyeNuw	Bundesliga	['Association football', 'Sport']	US	NA	5861	772866200	2310000	https://yt3.ggpht.com/a/AATXAJzj_70nt5Xt66v7k9fgvRpQ7AxG8_3A_Q2KDA-gtQ=s800-c-k-c0x00ffffff-no-rj
UCkzCjdRMrW2vXLx8mvPVLdQ	Man City	['Association football', 'Sport']	GB	NA	5191	713870167	2840000	https://yt3.ggpht.com/a/AATXAJzBoXspuIiHhwcEBmSYoDBcnnjNBhOki_JrzT-gfAo=s800-c-k-c0x00ffffff-no-rj
UCAGaiAGJg1B3l-hpLpPcdvg	Fútbol Para Todos	['Sport', 'Association football']	AR	NA	22079	310429005	457000	https://yt3.ggpht.com/a/AATXAJxwvXJ2_5eLDCLmhUYq9Ce1vwrqeTRIv2AxQSQAF2w=s800-c-k-c0x00ffffff-no-rj
UC30avO2n6knAFiH2c8e4qiw	The Redmen TV	['Sport', 'Association football']	NA	NA	5847	156374165	433000	https://yt3.ggpht.com/a/AATXAJz7poRTjs57bQD8mW1zfJLu3TRXgw6wcVkTydGsHw=s800-c-k-c0x00ffffff-no-rj
UCZkcxFIsqW5htimoUQKA0iA	FC Bayern München	['Sport', 'Association football']	DE	de	4478	495431993	1860000	https://yt3.ggpht.com/a/AATXAJx5PQpufpwfDYb3FGZAUlAdMjeY8kFzaF-avXpIPvA=s800-c-k-c0x00ffffff-no-rj
UCaQHxlbPAmh7VWRudyRkwjw	adidas Football	['Sport', 'Association football']	US	NA	106	68643975	1440000	https://yt3.ggpht.com/a/AATXAJwwFg1ywzIf_uwlfl6cprIeGIVPRKmZIq8Upx6rHQ=s800-c-k-c0x00ffffff-no-rj
UCeTKJSW1NTAkf27nNmjWt5A	Australian Open TV	['Sport', 'Tennis']	AU	NA	7214	321717664	485000	https://yt3.ggpht.com/a/AATXAJzxRqd4zgucr2t9STp1ZKaIH_4Pp808QW046e_A9g=s800-c-k-c0x00ffffff-no-rj
UC9ckyA_A3MfXUa0ttxMoIZw	Official ITTF Channel	['Tennis', 'Sport']	SG	NA	12481	386756302	485000	https://yt3.ggpht.com/a/AATXAJwCZY0UNcIMJdIyUFsplZqQg83CWvuFSz6fsjt-ow=s800-c-k-c0x00ffffff-no-rj
UCY_5h5zaSwN7Or4kIJDYNXA	ATP Tour	['Sport', 'Tennis']	NA	NA	14593	248660287	339000	https://yt3.ggpht.com/a/AATXAJyqoAxuHMh5SW9Df0Z4dxO3Z_M-BySf27DUWUXfsA=s800-c-k-c0x00ffffff-no-rj
UCNa8NxMgSm7m4Ii9d4QGk1Q	Wimbledon	['Sport', 'Tennis']	GB	NA	4015	363426436	676000	https://yt3.ggpht.com/a/AATXAJxfoiuwzyE2wvJn7LrYmwhGto92V71Oa6jm1p_bgQ=s800-c-k-c0x00ffffff-no-rj
UC0RpYq2S56n4y2xQB9RlrJA	DynamicTableTennisTV	['Sport', 'Tennis']	NA	NA	161	8681917	41500	https://yt3.ggpht.com/a/AATXAJyUb_S24ueVk3XF0_qF9TIEsDNPNPiv3tw6M-r7=s800-c-k-c0x00ffffff-no-rj
UCbcxFkd6B9xUU54InHv4Tig	Tennis TV	['Tennis', 'Sport']	GB	NA	3803	354098929	520000	https://yt3.ggpht.com/a/AATXAJxqnAhBv8wkZ45g1B5XrNQrJcKfeerQEfWs1uqI=s800-c-k-c0x00ffffff-no-rj
UCRm-DLbhzojKd10edotYxMg	France tv sport	['Tennis', 'Sport']	FR	fr	16152	349442254	388000	https://yt3.ggpht.com/a/AATXAJwY1evHgB6rrJGnLBQogguRylg8S8epFkrDtAK_sA=s800-c-k-c0x00ffffff-no-rj
UCaBIVVpHjq6j3tSyxwTE-8Q	WTA	['Tennis', 'Sport']	NA	NA	8547	201565320	234000	https://yt3.ggpht.com/a/AATXAJzAsTTlr6-9M2IXtlq2Lod918On-sK2UTN0DxzfXF4=s800-c-k-c0x00ffffff-no-rj
UCF3K1Jf8hjFW8qliei8fQ3A	Roland Garros	['Tennis', 'Sport']	FR	NA	2792	213467146	384000	https://yt3.ggpht.com/a/AATXAJy7xtmtPyeVc-JKfVz_yg7aLwVqU3TltRKNrCgjKw=s800-c-k-c0x00ffffff-no-rj
UCmgyIibKmFosnm-LyZEB7uQ	Tennis Warehouse	['Tennis', 'Lifestyle (sociology)', 'Sport']	US	NA	4572	59626457	86100	https://yt3.ggpht.com/a/AATXAJzmAkuF1Kjk9o1DW1c-QEMfZ5UKiB-3pBHWjHOGWw=s800-c-k-c0x00ffffff-no-rj
UC8cc4pVKVHG7A9fbNsRNrLQ	IBM	['Entertainment', 'Sport', 'Tennis']	NA	NA	121	16916080	274000	https://yt3.ggpht.com/a/AATXAJzEUdYeGbfq864-4DPRaqFxUNCws_IlDtotmBAZOA=s800-c-k-c0x00ffffff-no-rj
UC_6FUryP3X_kJDm7eGWQN_g	ttlondon2012	['Sport', 'Tennis']	DE	NA	755	44054108	95400	https://yt3.ggpht.com/ytc/AAUvwnjxbfpOV73sHMF-A-ld2BJ4SYco0wiqGrMdMd5MkA=s800-c-k-c0x00ffffff-no-rj
UCXbboag48Qlr78zzz6SkzkQ	US Open Tennis Championships	['Sport', 'Tennis']	US	NA	3626	218031627	325000	https://yt3.ggpht.com/a/AATXAJz8Yh3d5t_zhk7PvGu-5ZdVHaCUFW5Aiumq7skirQ=s800-c-k-c0x00ffffff-no-rj
UC0ML1BOQVPYv6GLOz854S7w	【卓球動画】WRM-TV [TableTennis]	['Tennis', 'Sport', 'Lifestyle (sociology)']	JP	NA	4194	185567937	166000	https://yt3.ggpht.com/a/AATXAJzct7VLEd_FnaNptlv87mWXSgbhJO7e3HLhYuDn=s800-c-k-c0x00ffffff-no-rj
UCFKXJHDGSt50dI7CfftVVSA	Артём Уточкин	['Tennis', 'Sport']	RU	NA	219	9768458	38600	https://yt3.ggpht.com/a/AATXAJy2EDD76VyaL2BM4077PxFbiddF8eNlpIy95-RGug=s800-c-k-c0x00ffffff-no-rj
UCr2FcZ-C3s77sbF5dSZpRiw	ttCountenance	['Tennis', 'Sport']	PL	NA	869	78122073	50800	https://yt3.ggpht.com/a/AATXAJwuKhiSxW5r17IMSOU-xiudDpsEr47oG8DuINEh=s800-c-k-c0x00ffffff-no-rj
UCNOhED7RHmzzoxS3YnAUwPQ	Top Tennis Training - Pro Tennis Lessons	['Lifestyle (sociology)', 'Sport', 'Tennis']	GB	NA	894	53707626	241000	https://yt3.ggpht.com/a/AATXAJy_FqNpLknkE9cYHs75qJxeVgFDBE0RxFL0Y9YqLQ=s800-c-k-c0x00ffffff-no-rj
